Country Code,DB Name,Patent/Utility,Kind Code,Title,Abstract,\,No. of Claims,Application Number,Application Date,Unexamined Pub. Number,Unexamined Pub. Date,Granted Number,Granted Date,Applicant,Inventor,Priority Number,Priority Country,Priority Date,No. of Citation Reference (B1),Citation Reference (B1),No. of Forward Reference (F1),Forward Reference (F1),WIPS Family (Appl. Base),No. of WIPS Family (Appl. Base),"Status[KR,JP,EP]",Status[US],"Current Applicant[KR,JP,US]",WIPSGLOBAL KEY,Title(Keyword),Abstract(Keyword)
CN,CN,P,A ,Automatic verification method for P2P (Peer-to-Peer) lending data,"The invention discloses an automatic verification method for P2P (Peer-to-Peer) lending data. The method comprises the following steps that: S1: carrying out data accessing; S2: carrying out automatic auditing on the data accessing; S3: carrying out data API (Application Program Interface) automatic accessing; and S4: finishing automatic data verification. By use of the method, the multiple verification of the data is automatically carried out so as to be safe and intelligent. The method is high in practicality and has a wide application prospect.","1. a kind of P2P nets borrow datamation checking method, including following steps：Step one：Data accessBy the data transfer of internet financial company to center, stored；Step 2：Data access automation examination ＆ verificationDuring internet financial company data access, the internet financial company number that system WEB rear end is formulated according to center Quantity is reported according to access criteria programming count business data, whether the data field that automatic detection enterprise pushes meets the requirements, number Whether normal according to associating, whether field is complete；The data automatic feedback accessed to internet financial company, if not meeting specification, is adjusted by WEB websites and api interface Examination information clearly feeds back to enterprise's details, and the data of oneself are corrected according to feedback information is self-service by enterprise, until meeting enterprise Untill data access specification；Step 3：Data API automation accessesAutomatic test and checking are carried out to enterprise's access data；Step 4：Automation data is completed to veritifyComplete after automation data veritification, the data loading of the internet financial company of access is passed through there is provided system manager WEB modes are increased newly to enterprise's access information, are changed, delete attended operation.",3.0,2017-10391332,2017-05-27,107194804,2017-09-22,,,"NATIONAL COMPUTER NETWORK AND INFORMATION SECURITY MANAGEMENT CENTER | BEIJING SCISTOR TECHNOLOGIES CO., LTD.",MAO HONGLIANG | WANG XIUWEN | WU ZHEN | LI YANYU | XU XIAOLEI | TANG JIQIANG | MA XIUJUAN | ZHANG LUCHEN | SU MURAN | LI CHUANHAI | XUE JINHAI | XIE MING,,,,0.0,,0.0,,CN107194804A,1,,,,8417391005836,"['automatic verification method', 'lending data', 'peer', 'p2p']","['finishing automatic data verification', 'wide application prospect', 'application program interface', 'automatic verification method', 'multiple verification', 'automatic auditing', 'automatic accessing', 'lending data', 'data api', 'data accessing', 'method comprises', 'invention discloses', 'following steps', 'automatically carried', 'data', 'method', 'use', 'safe', 's4', 's3', 's2', 's1', 'practicality', 'peer', 'p2p', 'intelligent', 'high', 'carrying']"
CN,CN,P,A ,System and method applied to P2P network lending enterprise data access model,"The invention discloses a system and a method applied to a P2P network lending enterprise data access model. The system is divided into three modules, namely a data access module, a data preprocessing module and a data loading and storage module, wherein the data access module completes identity authentication of a network lending platform and normalization of a data access interface; the data preprocessing module completes data integrity and validity verification, establishes all kinds of data integrity and validity verification rules and performs de-weighting and correction operation on data; and the data loading and storage module completes a large-scale data secure storage technology and provides secure and convenient data support service for data analysis modeling. The system and the method have the advantages that a normalized and unified standard can be formed for a large amount of heterogeneous data in the network lending platform, normalized, secure and stable data access can be performed, and a data foundation is laid for P2P network lending platform supervision.","1. a kind of system applied to P2P network loan business data access models, including data access module, data prediction Module and data load store module；Data access module carries out network loan platform authentication and identification, sets up network loan platform data access interface rule Model, forms P2P network loan platform data access models；Data preprocessing module carries out data integrity and validity check, sets up Various types of data completeness and efficiency verification rule Then, and to data carry out duplicate removal and amendment is operated；Data load store module carries out large-scale data and stored safely, and data supporting service is provided for data analysis modeling.",7.0,2017-10390471,2017-05-27,107067322,2017-08-18,,,"NATIONAL COMPUTER NETWORK AND INFORMATION SECURITY MANAGEMENT CENTER | BEIJING SCISTOR TECHNOLOGY CO., LTD.",MA XIUJUAN | XU XIAOLEI | TANG JIQIANG | WU ZHEN | ZHANG LUCHEN | LI YANYU | SU MURAN | WANG XIUWEN | MAO HONGLIANG | LI CHUANHAI | WEI ZHANXIAO | XIE MING,,,,0.0,,0.0,,CN107067322A,1,,,,8417341028079,"['p2p network lending enterprise data access model', 'method applied', 'system']","['p2p network lending enterprise data access model', 'data access module completes identity authentication', 'p2p network lending platform supervision', 'data preprocessing module completes data integrity', 'scale data secure storage technology', 'convenient data support service', 'network lending platform', 'storage module completes', 'data preprocessing module', 'data access module', 'stable data access', 'data access interface', 'data analysis modeling', 'validity verification rules', 'data integrity', 'storage module', 'heterogeneous data', 'data loading', 'data foundation', 'validity verification', 'provides secure', 'unified standard', 'three modules', 'performs de', 'invention discloses', 'correction operation', 'data', 'method applied', 'large amount', 'secure', 'method', 'large', 'wherein', 'weighting', 'system', 'performed', 'normalized', 'normalization', 'namely', 'laid', 'kinds', 'formed', 'establishes', 'divided', 'advantages']"
CN,CN,P,A ,Credit payment method and device based on mobile terminal P2P,"The invention relates to a credit payment method and a device based on mobile terminal P2P. The method comprises steps: transaction information transmitted by a transaction terminal is received; transaction response information is generated according to the transaction information, and the transaction response information is transmitted to the transaction terminal; the deduction receiving request information for the payment transaction at the time transmitted by the transaction terminal is received; according to the deduction receiving request information and the transaction response information, an application private key in the mobile terminal is generated, and a payment authorization permission is generated; and the payment authorization permission is transmitted to the transaction terminal. After the user opens the payment application, offline credit payment on the transaction terminal can be completed by using the mobile terminal, and payment transaction can be completed quickly and securely.","1. a kind of credit payment method based on mobile terminal P2P, applied to mobile terminal, it is characterised in that the side Method includes：Receive the Transaction Information that the transaction terminal is sent；The transaction terminal is sent to according to Transaction Information generation transaction response message, and by the transaction response message；The withholing for this payment transaction for receiving the transaction terminal transmission receives solicited message；Solicited message and the transaction response message are received according to described withhold, the application private key in the mobile terminal is generated Generate payment authorization license；Payment authorization license is sent to the transaction terminal, so that the transaction terminal is according to the branch received Pay authorization and complete this payment transaction.",24.0,2016-10049675,2016-01-25,106997527,2017-08-01,,,ALIBABA GROUP HOLDING LIMITED,"CHEN,XING | WANG, LEI | LAN,JIE",,,,0.0,,0.0,,CN106997527A | SG11201806344VA | TW201730819A | WOWO2017-128975A1,4,,,,8417312007619,"['mobile terminal p2p', 'credit payment method', 'device based']","['deduction receiving request information', 'method comprises steps', 'payment authorization permission', 'offline credit payment', 'credit payment method', 'application private key', 'transaction response information', 'mobile terminal p2p', 'transaction information transmitted', 'transaction information', 'payment application', 'payment transaction', 'mobile terminal', 'transaction terminal', 'user opens', 'time transmitted', 'invention relates', 'device based', 'completed quickly', 'generated according', 'transmitted', 'generated', 'completed', 'according', 'using', 'securely', 'received']"
CN,CN,P,A ,Method for evaluating P2P (Peer-to-Peer) network lending platform development index,"The invention provides a method for evaluating a P2P (Peer-to-Peer) network lending platform development index, provides an improved TOPSIS (Technique for Order Preference by Similarity to Ideal Solution) evaluation model based on data-driven weighting, can provide a reliable evaluation model for P2P network lending evaluation by use of an intelligent optimization solution model, and provides a reasonable reference advice for investment decision-making. The method is characterized by comprising the following steps: step A, establishing a non-linear mathematical programming model of data-driven weighting with an improved TOPSIS method; step B, solving the non-linear mathematical programming model by use of an intelligent optimization algorithm to obtain an optimal weight as shown in the specification of the TOPSIS method; and step C, solving by use of operational data, which are grabbed by data crawlers, of a P2P network lending platform and by use of the intelligent optimization algorithm to obtain an optimal weight as shown in the specification, and establishing a TOPSIS evaluation model for the P2P network lending platform development index.","1. a kind of appraisal procedure of P2P network loan platforms development index, it is characterised in that comprise the following steps：Step A, sets up the nonlinear mathematics programming model of the entitled improved TOPSIS method of data-driven；Step B, using intelligent optimization algorithm the nonlinear mathematics programming model is solved, and obtains the optimum of the TOPSIS methods WeightAndStep C, using the operation data of the P2P network loan platforms of data crawler capturing, is asked using the intelligent optimization algorithm Solution obtains optimal weightsSet up the TOPSIS assessment models of P2P network loan platform development indexes.",7.0,2016-11239031,2016-12-28,106651571,2017-05-10,,,WUHAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,LIU AO | DENG XUDONG | LI WEIGANG | XU FANGFANG | REN LIANG,,,,0.0,,0.0,,CN106651571A,1,,,,8417191040080,"['network lending platform development index', 'evaluating p2p', 'peer', 'method']","['p2p network lending platform development index', 'network lending platform development index', 'p2p network lending platform', 'p2p network lending evaluation', 'linear mathematical programming model', 'intelligent optimization solution model', 'intelligent optimization algorithm', 'reliable evaluation model', 'evaluation model based', 'topsis evaluation model', 'reasonable reference advice', 'improved topsis method', 'improved topsis', 'ideal solution', 'topsis method', 'order preference', 'optimal weight', 'investment decision', 'following steps', 'driven weighting', 'p2p', 'step c', 'step b', 'operational data', 'data crawlers', 'invention provides', 'method', 'step', 'data', 'provides', 'use', 'technique', 'specification', 'solving', 'similarity', 'shown', 'provide', 'peer', 'obtain', 'non', 'making', 'grabbed', 'evaluating', 'establishing', 'comprising', 'characterized']"
CN,CN,P,A ,Method and system of facing P2P platform operation risk estimation,"The present invention discloses a method and system of facing P2P platform operation risk estimation. The method comprises the steps of 1) obtaining the data of a P2P network lending platform; 2) pre-processing the data, and cleaning the irrelevant platform data; 3) selecting the appropriate time windows, and dividing the operation cycle of the P2P network lending platform in a fine grain manner; 4) for the P2P network lending platform, providing some discretized data to group and quantify, for example, the age distribution of the borrowers on a grouping platform; 5) extracting the characteristics of the lager information gain via an information gain calculation method; 6) establishing an equation set between the characteristic coefficients and the corresponding weight coefficients, and solving to obtain the weight coefficient of each corresponding attributes; 7) solving the operation risk indexes of the lending platform in each time window, and observing the change situation of the risk indexes of the platform with a period of time. The method and the system of the present invention can prompt the platform operators effectively, adjust the management measures, and have the wide technological and market application values.","1. one kind is towards P2P network loan platform operations risks appraisal procedures, it is characterised in that include：Step 1：Data acquisition, obtains P2P network loans and puts down by way of web crawlers or P2P network loan platforms are provided The operation data of platform；Step 2：Data prediction, washes some and P2P network loan platform irrelevant informations, or the mistake letter collected Breath；Step 3：Time window is divided, being chosen by fine-grained time window for acquisition, reflects the change of P2P network loan traffic-operating periods Change；Step 4：Data after cleaning are preserved, for some discrete data take amount of packets in each time window t The mode of change, with this P2P network loan platform information is obtained；Step 5：Feature Selection：In training set, for multiple features of P2P network loan platforms, using calculating information gain Mode chooses maximally related feature；If set S represents all of transaction record of P2P network loan platforms, there are s bars to record { S1, S2,…,Ss}；Set C={ C1, C2For P2P network loan platforms classification, C1Represent the good platform classification of operation situation, C2 The P2P network loan platforms that expression runs away, siExpression classification is CiSample number, then have comentropy computing formula：Wherein Pi=si/s；Step 6：To each time window t, there is feature (x1, x2..., xnN feature is had, if the risk index of platform is R, {α1, α2..., αnFor the weight coefficient of platform each attribute, then setting up equation is：R=α1x1+α1x2+…+αnxnStep 7：According to the weight coefficient that above-mentioned steps 6 are tried to achieve, the value-at-risk in each time window is calculated, in certain time window In t, the operations risks index of the P2P platforms is：Wherein t refers to t-th time window, by calculating, obtains the operations risks in a period of time window, and the change of risk becomes Gesture.",6.0,2016-10960560,2016-10-28,106570631,2017-04-19,,,NANJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,LI HUAKANG | LIU PAN | CHEN GUANGXUAN | SUN GUOZI | JIA XUESONG | GUAN HAICHAO | LI TAO,,,,0.0,,0.0,,CN106570631A,1,,,,8417161011513,"['facing p2p platform operation risk estimation', 'system', 'method']","['facing p2p platform operation risk estimation', 'lager information gain via', 'p2p network lending platform', 'information gain calculation method', 'operation risk indexes', 'platform operators effectively', 'market application values', 'fine grain manner', 'present invention discloses', 'irrelevant platform data', 'appropriate time windows', 'corresponding weight coefficients', 'risk indexes', 'lending platform', 'operation cycle', 'present invention', 'grouping platform', 'weight coefficient', 'corresponding attributes', 'characteristic coefficients', 'method comprises', 'wide technological', 'time window', 'management measures', 'equation set', 'discretized data', 'change situation', 'age distribution', 'platform', 'method', 'time', 'data', 'system', 'steps', 'solving', 'selecting', 'quantify', 'providing', 'prompt', 'processing', 'pre', 'period', 'obtaining', 'obtain', 'observing', 'group', 'extracting', 'example', 'establishing', 'dividing', 'cleaning', 'characteristics', 'borrowers', 'adjust', '7', '6', '5', '4', '3', '2', '1']"
CN,CN,P,A ,Settlement system for creditor's right delivery between P2P investors and settlement method thereof,"The invention discloses a settlement system for creditor's right delivery between P2P investors and a settlement method thereof. The settlement method comprises the following steps that step one, a borrower lending platform bid issuing service is provided; step two, an investor financial service plan service due credit transfer service is provided; step three, an investor financial plan buying service is provided; step four, an investor financial plan buying service period service is provided; step five, statistics of the service requirements of investors divided into constant return investors and floating return investors is performed; step six, differentiated service charge of the constant return investors and the floating return investors is collected; step seven, the investors buying the financial plan service enjoy the priority of the service of buying the transferred creditor's rights and bids; and step eight, the floating return investors absorb excessive creditor's rights or transfer a part of creditor's rights to balance the settlement. Seamless butting of creditor's right delivery can be realized by the settlement system for creditor's right delivery between the P2P investors and the settlement method thereof.","1. the liquidation method that between a P2P investor, credits are completed a business transaction, it is characterised in that it includes following step Rapid:Step one, it is provided that borrower services in loan platform issue of bidding documents, has credit requirement；Step 2, it is provided that investor treasury management services intended services expiring creditor's rights transfer service, has assignment of credit demand；Step 3, buys financing intended services for investor, has target, credits purchasing demand；Step 4, it is provided that investor services during buying financing intended services, has returned money to throw demand again；Step 5, statistics investor divide constant return investor and the demand for services of floating earning rate investor；Step 6, collects constant return investor and floating earning rate investor's differentiated service expense；Step 7, the investor buying financing intended services preferentially enjoys credits and the target service that purchase is swapped out, The various credits of this investor, the processing authority of target have precedence over floating earning rate investor；Step 8, is received unnecessary credits by floating earning rate investor or transfers the possession of out the balance clearance process of part credits.",5.0,2015-10355646,2015-06-24,106296377,2017-01-04,,,LU HONGBO,LU HONGBO,,,,0.0,,0.0,,CN106296377A,1,,,,8417011010759,"['settlement method thereof', 'settlement system', 'right delivery', 'p2p investors', 'creditor']","['investor financial service plan service due credit transfer service', 'investor financial plan buying service period service', 'borrower lending platform bid issuing service', 'investor financial plan buying service', 'floating return investors absorb excessive creditor', 'financial plan service enjoy', 'differentiated service charge', 'floating return investors', 'constant return investors', 'settlement method thereof', 'settlement method comprises', 'service requirements', 'investors buying', 'service', 'transferred creditor', 'transfer', 'p2p investors', 'investors divided', 'settlement system', 'step two', 'step three', 'step six', 'step seven', 'step one', 'step four', 'step five', 'step eight', 'seamless butting', 'right delivery', 'invention discloses', 'following steps', 'buying', 'creditor', 'settlement', 'statistics', 'rights', 'realized', 'provided', 'priority', 'performed', 'part', 'collected', 'bids', 'balance']"
CN,CN,P,A ,Risk guaranty system based on P2P online shopping,"The invention discloses a risk guaranty system based on P2P online shopping, and the system comprises a merchant terminal which comprises first insuring equipment and a first intelligent processing terminal, wherein the first insuring equipment is provided with digital keys for inputting insurance amounts; a user terminal which comprises second insuring equipment, a second intelligent processing terminal and a communication device, wherein the communication device is in signal connection with the second intelligent processing terminal; and an operation terminal which comprises a main processor and a storage unit, wherein the main processor is in signal connection with the first and second intelligent processing terminals. The system can be used by a merchant for insuring, can increase the amount of insurance fund, and also can improve the credit. During the settlement of claims, the system can be used for settlement of claims, and reduces the risk of a user in settlement of claims. The system can be used by a consumer for insuring, and the consumer can build a consumption group. Therefore, the system can increase the amount of insurance fund, also can build the consumption group, and shares the consumption experience.","1. a risk guarantee system based on P2P shopping online, it is characterised in that including:Trade company's end (1), described trade company end includes first and insures input equipment and insuring input apparatus signal with described first The the first Intelligent treatment terminal connected, described first Intelligent treatment terminal includes PC main frame, panel computer and/or mobile phone, institute State the first input equipment of insuring and there is the digital keys for inputting insured amount；User side (2), described user side includes the second input equipment input apparatus signal of insuring with described second of insuring and is connected The second Intelligent treatment terminal and the communicator of regional ecology network can be built, described communicator and described second intelligence Can connect by processing terminal signal, described second Intelligent treatment terminal is panel computer or mobile phone, and described second insures input equipment There is the digital keys for inputting insured amount and for requiring that other people add the invitation button (3) of regional ecology network；Operating side, described operating side includes primary processor (4) and is connected to store consumption with described primary processor signal The bin (5) of person's information and merchant information, described primary processor and described first Intelligent treatment terminal and described second Intelligent treatment terminal signaling connects.",4.0,2016-10563238,2016-07-18,106127588,2016-11-16,,,QU JIE,QU JIE,,,,0.0,,0.0,,CN106127588A,1,,,,8416471015843,"['risk guaranty system based', 'p2p online shopping']","['second intelligent processing terminals', 'second intelligent processing terminal', 'first intelligent processing terminal', 'comprises second insuring equipment', 'risk guaranty system based', 'comprises first insuring equipment', 'first insuring equipment', 'p2p online shopping', 'inputting insurance amounts', 'system comprises', 'operation terminal', 'insurance fund', 'user terminal', 'merchant terminal', 'storage unit', 'signal connection', 'main processor', 'invention discloses', 'digital keys', 'consumption group', 'consumption experience', 'communication device', 'insuring', 'first', 'comprises', 'risk', 'system', 'user', 'merchant', 'wherein', 'used', 'therefore', 'shares', 'settlement', 'reduces', 'provided', 'increase', 'improve', 'credit', 'consumer', 'claims', 'build', 'amount', 'also']"
CN,CN,P,A ,P2P industry risk assessment method,"The invention provides a P2P industry assessment method. The method comprises the specific steps: step one, performing clustering analysis on base data; step two, constructing a model training set; step three, constructing a regression equation, and separating a regression coefficient of a comprehensive index; step four, substituting to be rated platform comprehensive index data into the regression equation to obtain the score of the platform, converting the score of the platform into the platform level according to the score range. The data mining technology is applied to a rating system so as to reconstruct the index system for rating, the network loan platform data is included into the rating system; based on the condition that the platform financial data cannot be acquired at present, a platform transaction data system is used for replacing the financial data system to perform the rating.","1. a P2P Industry risk appraisal procedure, it is characterised in that comprise the following steps:Step 1: basic data is carried out cluster analysis, described basic data is the transaction data of platform, including transaction value, exchange hand, investment number, loaning bill number, loan balance, every day the amount of money to be gone back, platform operation time and platform registered capital；Described cluster analysis presses distance criterion step-by-step classifier by basic data, and classification from more to less, reaches the classificating requirement of reservation threshold number requirement until acquisition；Step 2: the structure of model training collection: the method taking expert estimation, from all platforms, extract n family's platform give a mark, all platforms include normal platform and problem platform, stochastic sampling is carried out in proportion from this two classes platform, make normal platform in sampling more consistent with the number ratio of problem platform than platform normal with all platforms with the number of problem platform, the mark composition training set of the score aggregative indicator each with it of n family's platform；Step 3: by training set aggregative indicator and score carry out multiple linear regression analysis, builds regression equation, separates the regression coefficient of aggregative indicator；Step 4: treating that grading platform aggregative indicator data substitute into regression equation, must there emerged a the score of platform, the score of platform is converted into platform grade according to mark interval.",5.0,2016-10150025,2016-03-16,105809360,2016-07-27,,,"BEIJING YINXUN CAIFU INFORMATION TECHNOLOGY CO., LTD.",TIAN WEIYING,,,,0.0,,0.0,,CN105809360A,1,,,,6516774011525,['p2p industry risk assessment method'],"['rated platform comprehensive index data', 'network loan platform data', 'p2p industry assessment method', 'platform financial data cannot', 'platform transaction data system', 'financial data system', 'data mining technology', 'platform level according', 'performing clustering analysis', 'model training set', 'comprehensive index', 'index system', 'base data', 'method comprises', 'rating system', 'step two', 'step three', 'step one', 'step four', 'specific steps', 'regression equation', 'regression coefficient', 'invention provides', 'score range', 'platform', 'score', 'rating', 'used', 'substituting', 'separating', 'replacing', 'reconstruct', 'present', 'perform', 'obtain', 'included', 'converting', 'constructing', 'condition', 'based', 'applied', 'acquired']"
CN,CN,P,A ,Real-time anonymous P2P borrowing system,"The invention relates to a real-time anonymous P2P borrowing system. The real-time anonymous P2P borrowing system comprises a borrowing platform and a social platform. The borrowing platform comprises a borrowing sponsoring and sharing subsystem, a payment subsystem, a pre-payment subsystem and a settlement subsystem; the social platform is a third party communication platform through which a borrower sends a borrowing offer to the acquaintances. The real-time anonymous P2P borrowing system has advantages that the funds are transferred to the account immediately, and the borrowing requirement of the borrower is satisfied timely; the system is orientated to the acquaintances, the business risk is lowered through the information transparency between the acquaintances, and the P2P coverage rate is expanded; a lender can select a real-name mode or an anonymous mode to protect privacy and promote transaction.","1. a real-time anonymous P2P balance system, is characterized in that, described balance system comprises loan platform and social platform, and described loan platform comprises debt-credit and initiates and share subsystem, pay subsystem, prepay subsystem and clearing subsystem; Described social platform, refers to that loaning bill promoter sends third party's intercourse platform of loaning bill offer to acquaintance.",7.0,2015-10064280,2015-02-06,104616139,2015-05-13,,,"SHANGHAI 100CHOU FINANCIAL INFORMATION SERVICE CO., LTD.

",WANG QIMING,,,,0.0,,0.0,,CN104616139A,1,,,,6515290010290,"['time anonymous p2p borrowing system', 'real']","['time anonymous p2p borrowing system comprises', 'time anonymous p2p borrowing system', 'third party communication platform', 'p2p coverage rate', 'borrowing platform comprises', 'anonymous mode', 'borrowing platform', 'borrowing sponsoring', 'borrowing requirement', 'borrowing offer', 'social platform', 'system', 'sharing subsystem', 'settlement subsystem', 'satisfied timely', 'protect privacy', 'promote transaction', 'payment subsystem', 'name mode', 'invention relates', 'information transparency', 'business risk', 'account immediately', 'borrower sends', 'borrower', 'transferred', 'select', 'real', 'pre', 'orientated', 'lowered', 'lender', 'funds', 'expanded', 'advantages', 'acquaintances']"
CN,CN,P,A ,Real-time anonymous P2P borrowing method,"The invention relates to a real-time anonymous P2P borrowing method. The real-time anonymous P2P borrowing method includes steps that a, a borrower sends a P2P borrowing request at a borrowing platform, and publishes and shares to a social platform; b, a lender discovers the borrowing request at the social platform and skips to a borrowing platform to lend funds, and the lender can select an anonymous mode; c, after the lender pays successfully, the funds are transferred to the account in real, and the platform licensing is deducted; d, when arriving at a repayment date, the borrower pays the total repayment money, and a borrowing system distributes the borrowing money to each lender. The real-time anonymous P2P borrowing method has advantages that the funds are transferred to the account immediately, and the borrowing requirement of the borrower is satisfied timely; the system is orientated to the acquaintances, the business risk is lowered through the information transparency between the acquaintances, and the P2P coverage rate is expanded; the lender can select a real-name mode or the anonymous mode to protect privacy and promote transaction.","1. a real-time anonymous P2P debt-credit method, is characterized in that, comprise the following steps:A. borrow people and initiate the request of P2P loaning bill in loan platform, and loaning bill request issue is shared to social platform, absorb and lend people;B. the people that lends described in step a is lending platform typing name and account information, selects anonymity or real name mode to pay and lends funds;C. the side of lending will lend funds payment loan platform, after platform deduction platform licensing, consign to debtor; Also amortization cost is first consigned to platform when debtor is repaid the loan, then by platform granting to the side of lending;D. after repaying date arrival, borrow people when loan platform is repaid the loan, only need repay the capital investment that should repay, described loan platform, by algorithm, automatically will be repaid the loan and be divided into some parts, and repay respectively and lend people to corresponding real name or anonymity.",4.0,2015-10064279,2015-02-06,104616196,2015-05-13,,,"SHANGHAI 100CHOU FINANCIAL INFORMATION SERVICE CO., LTD.

",WANG QIMING,,,,0.0,,0.0,,CN104616196A,1,,,,6515290010340,"['time anonymous p2p borrowing method', 'real']","['time anonymous p2p borrowing method includes steps', 'time anonymous p2p borrowing method', 'p2p coverage rate', 'p2p borrowing request', 'borrowing system distributes', 'total repayment money', 'lender pays successfully', 'anonymous mode', 'borrowing request', 'borrowing money', 'borrowing requirement', 'borrowing platform', 'repayment date', 'borrower pays', 'social platform', 'satisfied timely', 'protect privacy', 'promote transaction', 'platform licensing', 'name mode', 'lender discovers', 'invention relates', 'information transparency', 'business risk', 'borrower sends', 'lend funds', 'account immediately', 'system', 'lender', 'borrower', 'funds', 'account', 'transferred', 'skips', 'shares', 'select', 'real', 'publishes', 'orientated', 'lowered', 'expanded', 'deducted', 'c', 'b', 'arriving', 'advantages', 'acquaintances']"
CN,CN,P,A ,P2P (peer-to-peer) network lending risk prediction system based on text analysis,"The invention relates to P2P network lending risk prediction systems, in particular to a P2P network lending risk prediction system based on text analysis. The P2P network lending risk prediction system based on text analysis comprises a platform data acquisition module, a text feature extraction module, a risk prediction model building and training module and a risk prediction module. The text feature extraction module is used for performing word segmentation on a loan description text acquired by the platform data acquisition module, removing words having no actual meaning according to a stop word list and extracting emotional characteristics S, theme characteristics T and readability characteristics R in the loan description text; and then a risk prediction model is built and trained; finally the emotional characteristics S, the theme characteristics T and the readability characteristics R in the new loan list and user basic data, user credit data and loan list data in the platform data acquisition module are used as input variables to be input into the risk prediction model to obtain a risk prediction result. The P2P network lending risk prediction system based on text analysis is applicable to P2P network lending risk prediction.","1., based on a P2P network loan Risk Forecast System for text analyzing, it is characterized in that this system comprises:Platform data acquisition module, for automatically gathering user data in P2P network loan platform and transaction data, comprises user's master data, user credit data, loaning bill table data, borrows money and describes text, loaning bill repayment situation;Text character extraction module, for "" borrowing money and describe text "" in the platform data acquisition module that obtains and carrying out word segmentation and remove the word not having physical meaning according to stop words list, be responsible for the semantic feature that extraction loaning bill description text packets contains simultaneously, comprise affective characteristics S, theme feature T and readable feature R;Risk forecast model is built, training module, for building and training risk forecast model;Risk profile module, for predicting, exporting the risk situation of new loaning bill list.",5.0,2015-10076663,2015-02-12,104616198,2015-05-13,,,"HARBIN INSTITUTE OF TECHNOLOGY

",YE QIANG | GUO LEI | ZHANG ZIQIONG | ZHANG ZILI,,,,4.0,CN103886501B  | CN103646343A | CN103345688A | CN102819576A,0.0,,CN104616198B,1,,,,6515290010342,"['network lending risk prediction system based', 'text analysis', 'peer', 'p2p']","['p2p network lending risk prediction system based', 'p2p network lending risk prediction systems', 'p2p network lending risk prediction', 'risk prediction model building', 'platform data acquisition module', 'text feature extraction module', 'loan description text acquired', 'risk prediction model', 'risk prediction module', 'risk prediction result', 'loan description text', 'loan list data', 'user credit data', 'user basic data', 'new loan list', 'stop word list', 'performing word segmentation', 'actual meaning according', 'text analysis comprises', 'readability characteristics r', 'extracting emotional characteristics', 'text analysis', 'training module', 'emotional characteristics', 'theme characteristics', 'removing words', 'invention relates', 'input variables', 'input', 'used', 'trained', 'particular', 'obtain', 'finally', 'built', 'applicable']"
